Insee - Statistiques locales; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; 
Code;Libellé;Unités légales dans industrie manufacturière, industries extractives et autres (en nombre) 2021;Part construction dans les créations d'ent. 2023;Population municipale 2022;Créations d'entreprises (en nombre) 2023;Unités légales (en nombre) 2021
02178;Chermizy-Ailles;0;0;121;2;7
02179;Chéry-Chartreuve;2;25;379;8;12
02180;Chéry-lès-Pouilly;3;0;737;6;22
02181;Chéry-lès-Rozoy;0;N/A - résultat non disponible;97;N/A - résultat non disponible;1
02182;Chevennes;0;N/A - résultat non disponible;128;N/A - résultat non disponible;2
02183;Chevregny;0;50;191;2;5
02184;Chevresis-Monceau;3;0;335;5;12
02185;Chézy-en-Orxois;2;12.5;377;8;21
02186;Chézy-sur-Marne;9;27.3;1308;11;84
02187;Chierry;6;0;1169;11;45
02188;Chigny;1;0;141;1;3
02189;Chivres-en-Laonnois;0;0;354;1;8
02190;Chivres-Val;1;0;532;1;18
02191;Chivy-lès-Étouvelles;1;0;488;2;33
02192;Chouy;1;0;371;5;17
02193;Cierges;0;N/A - résultat non disponible;64;N/A - résultat non disponible;1
02194;Cilly;1;N/A - résultat non disponible;175;N/A - résultat non disponible;6
02195;Ciry-Salsogne;10;0;892;10;43
02196;Clacy-et-Thierret;0;0;294;2;18
02197;Clairfontaine;2;33.3;522;3;17
02198;Clamecy;2;N/A - résultat non disponible;238;N/A - résultat non disponible;4
02199;Clastres;2;0;590;1;22
02200;Clermont-les-Fermes;1;N/A - résultat non disponible;99;N/A - résultat non disponible;7
02201;Cœuvres-et-Valsery;1;33.3;466;3;18
02203;Coincy;10;0;1281;11;86
02204;Coingt;0;N/A - résultat non disponible;63;N/A - résultat non disponible;2
02205;Colligis-Crandelain;0;0;212;2;9
02206;Colonfay;0;100;72;1;1
02207;Commenchon;2;N/A - résultat non disponible;219;N/A - résultat non disponible;7
02208;Concevreux;0;0;260;3;8
02209;Condé-en-Brie;3;16.7;658;6;50
02210;Condé-sur-Aisne;0;33.3;358;6;9
02211;Condé-sur-Suippe;2;20;343;5;16
02212;Condren;5;0;682;7;32
02213;Connigis;1;0;318;3;9
02214;Contescourt;0;N/A - résultat non disponible;61;N/A - résultat non disponible;2
02215;Corbeny;3;12.5;849;8;40
02216;Corcy;0;0;318;2;11
02217;Coucy-le-Château-Auffrique;4;20;989;10;51
02218;Coucy-lès-Eppes;5;20;647;5;31
02219;Coucy-la-Ville;0;N/A - résultat non disponible;195;N/A - résultat non disponible;11
02220;Coulonges-Cohan;4;25;443;4;28
02221;Coupru;0;0;159;2;6
02222;Courbes;0;N/A - résultat non disponible;39;N/A - résultat non disponible;2
02223;Courboin;1;0;301;2;12
02224;Courcelles-sur-Vesle;5;0;348;1;11
02225;Courchamps;0;0;82;3;2
02226;Courmelles;5;14.3;1831;14;51
02227;Courmont;0;100;123;1;5
02228;Courtemont-Varennes;0;0;353;2;15
02229;Courtrizy-et-Fussigny;0;N/A - résultat non disponible;76;N/A - résultat non disponible;5
02230;Couvrelles;1;100;177;2;10
02231;Couvron-et-Aumencourt;4;0;931;4;25
02232;Coyolles;0;100;366;2;10
02233;Cramaille;0;0;133;2;6
02234;Craonne;1;0;85;2;5
02235;Craonnelle;1;N/A - résultat non disponible;118;N/A - résultat non disponible;5
02236;Crécy-au-Mont;1;N/A - résultat non disponible;323;N/A - résultat non disponible;13
02237;Crécy-sur-Serre;7;7.1;1487;14;72
02238;Crépy;3;16.7;1807;12;55
02239;Crézancy;6;8.3;1193;12;48
02240;Croix-Fonsomme;1;0;187;3;3
02241;La Croix-sur-Ourcq;1;0;89;2;4
02242;Crouttes-sur-Marne;2;14.3;607;7;24
02243;Crouy;12;5.6;3041;18;134
02244;Crupilly;0;0;64;2;5
02245;Cuffies;4;15.4;1760;13;76
02246;Cugny;2;0;605;6;21
02248;Cuirieux;0;0;154;1;9
02249;Cuiry-Housse;0;N/A - résultat non disponible;102;N/A - résultat non disponible;9
02250;Cuiry-lès-Chaudardes;0;0;80;1;1
02251;Cuiry-lès-Iviers;0;0;26;1;2
02252;Cuissy-et-Geny;0;100;71;1;5
02253;Cuisy-en-Almont;0;0;358;1;12
02254;Cutry;0;25;126;4;9
02255;Cys-la-Commune;1;0;159;2;3
02256;Dagny-Lambercy;0;0;125;1;5
02257;Dallon;2;0;431;4;19
02258;Dammard;3;33.3;375;3;17
02259;Dampleux;1;0;378;3;16
02260;Danizy;4;14.3;624;7;13
02261;Dercy;2;N/A - résultat non disponible;394;N/A - résultat non disponible;12
02262;Deuillet;0;50;202;8;8
02263;Dhuizel;0;0;113;1;3
02264;Dizy-le-Gros;2;0;722;5;44
02265;Dohis;0;N/A - résultat non disponible;82;N/A - résultat non disponible;2
02266;Dolignon;0;N/A - résultat non disponible;35;N/A - résultat non disponible;2
02267;Dommiers;1;N/A - résultat non disponible;306;N/A - résultat non disponible;20
02268;Domptin;8;25;638;8;33
02269;Dorengt;0;0;150;1;3
02270;Douchy;1;N/A - résultat non disponible;159;N/A - résultat non disponible;7
02271;Dravegny;0;0;132;1;7
02272;Droizy;1;0;75;2;6
02273;Dury;0;0;194;1;3
02274;Ébouleau;1;N/A - résultat non disponible;173;N/A - résultat non disponible;14
02275;Effry;1;0;313;1;6
02276;Englancourt;1;N/A - résultat non disponible;120;N/A - résultat non disponible;4
02277;Épagny;1;0;339;3;17
02278;Éparcy;0;N/A - résultat non disponible;34;N/A - résultat non disponible;4
02279;Épaux-Bézu;7;0;540;5;39
02280;Épieds;1;0;411;4;12
02281;L'Épine-aux-Bois;1;33.3;245;3;16
02282;Eppes;0;0;438;5;9
02283;Erlon;1;0;284;3;10
02284;Erloy;0;N/A - résultat non disponible;100;N/A - résultat non disponible;2
02286;Esquéhéries;7;0;849;3;31
02287;Essigny-le-Grand;3;12.5;1063;8;50
02288;Essigny-le-Petit;0;N/A - résultat non disponible;351;N/A - résultat non disponible;18
02289;Essises;0;0;412;4;13
02290;Essômes-sur-Marne;9;19;2698;21;111
02291;Estrées;2;0;408;5;9
02292;Étampes-sur-Marne;3;0;1331;14;60
02293;Étaves-et-Bocquiaux;1;0;546;2;11
02294;Étouvelles;0;0;207;2;15
02295;Étréaupont;5;0;845;6;46
02296;Étreillers;7;0;1176;10;47
02297;Étrépilly;0;0;125;2;2
02298;Étreux;2;25;1455;8;42
02299;Évergnicourt;1;0;526;3;12
02302;Faverolles;2;0;351;4;17
02303;Fayet;4;0;711;9;62
02304;La Fère;10;14.3;2860;28;134
02305;Fère-en-Tardenois;16;10;2881;20;182
02306;La Ferté-Chevresis;0;20;521;5;21
02307;La Ferté-Milon;11;12.5;2040;8;83
02308;Fesmy-le-Sart;3;0;516;5;22
02309;Festieux;3;50;707;4;23
02310;Fieulaine;1;0;249;2;11
02311;Filain;0;N/A - résultat non disponible;121;N/A - résultat non disponible;6
02312;La Flamengrie;1;12.5;1098;8;47
02313;Flavigny-le-Grand-et-Beaurain;1;0;438;1;5
02315;Flavy-le-Martel;6;18.2;1698;11;53
02316;Fleury;0;N/A - résultat non disponible;126;N/A - résultat non disponible;9
02317;Fluquières;0;100;198;1;7
02318;Folembray;7;7.7;1362;13;53
02319;Fonsomme;2;0;517;3;21
02320;Fontaine-lès-Clercs;0;33.3;230;3;5
02321;Fontaine-lès-Vervins;2;14.3;866;7;35
02322;Fontaine-Notre-Dame;2;0;379;3;19
02323;Fontaine-Uterte;0;N/A - résultat non disponible;135;N/A - résultat non disponible;2
02324;Fontenelle;1;0;289;3;6
02326;Fontenoy;2;33.3;470;3;27
02327;Foreste;1;N/A - résultat non disponible;164;N/A - résultat non disponible;8
02328;Fossoy;3;28.6;524;7;22
02329;Fourdrain;2;0;414;6;16
02330;Francilly-Selency;0;0;512;1;16
02331;Franqueville;0;100;107;1;6
02332;Fresnes-en-Tardenois;1;0;278;2;10
02333;Fresnes-sous-Coucy;0;100;160;1;3
02334;Fresnoy-le-Grand;8;15.8;2915;19;113
02335;Fressancourt;1;0;171;2;2
02336;Frières-Faillouël;3;0;976;7;25
02337;Froidestrées;1;N/A - résultat non disponible;194;N/A - résultat non disponible;7
02338;Froidmont-Cohartille;2;0;246;5;15
02339;Gandelu;5;0;691;6;25
02340;Gauchy;23;14.6;5197;41;207
02341;Gercy;1;N/A - résultat non disponible;258;N/A - résultat non disponible;4
02342;Gergny;0;0;131;3;9
02343;Germaine;2;N/A - résultat non disponible;84;N/A - résultat non disponible;4
02345;Gibercourt;0;N/A - résultat non disponible;37;N/A - résultat non disponible;0
02346;Gizy;1;12.5;634;8;14
02347;Gland;1;0;429;7;20
02349;Goudelancourt-lès-Berrieux;0;N/A - résultat non disponible;62;N/A - résultat non disponible;2
02350;Goudelancourt-lès-Pierrepont;0;N/A - résultat non disponible;141;N/A - résultat non disponible;3
02351;Goussancourt;0;0;117;1;1
02352;Gouy;0;0;570;6;27
02353;Grandlup-et-Fay;2;0;271;1;17
02354;Grandrieux;1;N/A - résultat non disponible;80;N/A - résultat non disponible;3
02355;Gricourt;2;0;1000;8;40
02356;Grisolles;0;0;230;1;8
02357;Gronard;0;N/A - résultat non disponible;61;N/A - résultat non disponible;3
02358;Grougis;0;66.7;310;3;8
02359;Grugies;4;25;1248;4;40
02360;Villeneuve-sur-Aisne;13;4.3;2788;23;134
02361;Guise;19;0;4510;24;219
02362;Guivry;0;25;239;4;5
02363;Guny;7;0;363;6;30
02364;Guyencourt;0;0;246;2;11
02366;Hannapes;3;0;327;2;7
02367;Happencourt;1;0;176;1;3
02368;Haramont;4;0;558;7;26
02369;Harcigny;0;0;243;2;7
02370;Hargicourt;0;60;551;5;16
02371;Harly;3;15.4;1563;13;58
02372;Hartennes-et-Taux;3;0;341;3;27
02373;Hary;1;0;196;2;11
02374;Lehaucourt;1;66.7;832;3;20
02375;Hautevesnes;1;0;162;2;11
02376;Hauteville;0;0;184;7;4
02377;Haution;0;N/A - résultat non disponible;130;N/A - résultat non disponible;5
02378;La Hérie;0;N/A - résultat non disponible;121;N/A - résultat non disponible;7
02379;Le Hérie-la-Viéville;1;33.3;194;3;6
02380;Hinacourt;0;N/A - résultat non disponible;28;N/A - résultat non disponible;0
02381;Hirson;15;3.2;8565;63;289
02382;Holnon;6;11.8;1350;17;54
02383;Homblières;8;16.7;1425;6;80
02384;Houry;0;N/A - résultat non disponible;58;N/A - résultat non disponible;1
02385;Housset;1;0;169;3;8
02386;Iron;0;0;219;3;5
02387;Itancourt;1;7.1;999;14;35
02388;Iviers;0;50;219;2;7
02389;Jaulgonne;4;11.1;669;9;52
02390;Jeancourt;0;0;253;3;4
02391;Jeantes;0;N/A - résultat non disponible;224;N/A - résultat non disponible;1
02392;Joncourt;0;0;326;1;13
02393;Jouaignes;0;0;139;5;5
02395;Jumencourt;0;0;126;2;6
02396;Jumigny;1;0;62;2;3
02397;Jussy;6;0;1186;6;39
02398;Juvigny;1;100;286;1;7
02399;Juvincourt-et-Damary;2;0;608;5;23
02400;Laffaux;1;0;154;1;5
02401;Laigny;0;N/A - résultat non disponible;184;N/A - résultat non disponible;13
02402;Lanchy;0;N/A - résultat non disponible;38;N/A - résultat non disponible;2
02403;Landifay-et-Bertaignemont;0;33.3;248;3;9
02404;Landouzy-la-Cour;1;N/A - résultat non disponible;168;N/A - résultat non disponible;6
02405;Landouzy-la-Ville;1;16.7;514;6;21
02406;Landricourt;0;N/A - résultat non disponible;129;N/A - résultat non disponible;3
02407;Laniscourt;1;0;213;2;6
02408;Laon;67;6.2;24066;210;1212
02409;Lappion;1;0;281;1;7
02410;Largny-sur-Automne;0;50;240;2;11
02411;Latilly;1;0;199;5;10
02412;Launoy;0;0;98;1;4
02413;Laval-en-Laonnois;0;0;248;1;11
02414;Lavaqueresse;2;N/A - résultat non disponible;202;N/A - résultat non disponible;10
02415;Laversine;0;0;156;3;11
02416;Lemé;0;N/A - résultat non disponible;412;N/A - résultat non disponible;8
02417;Lempire;0;N/A - résultat non disponible;129;N/A - résultat non disponible;3
02418;Lerzy;0;N/A - résultat non disponible;224;N/A - résultat non disponible;12
02419;Leschelle;1;0;269;2;13
02420;Lesdins;3;40;808;5;37
02421;Lesges;0;N/A - résultat non disponible;84;N/A - résultat non disponible;3
02422;Lesquielles-Saint-Germain;3;0;776;4;14
02423;Leuilly-sous-Coucy;2;0;445;4;16
02424;Leury;0;N/A - résultat non disponible;102;N/A - résultat non disponible;5
02425;Leuze;1;0;187;1;6
02426;Levergies;2;0;541;1;22
02427;Lhuys;0;25;139;4;6
02428;Licy-Clignon;0;N/A - résultat non disponible;70;N/A - résultat non disponible;1
02429;Lierval;1;50;120;2;3
02430;Liesse-Notre-Dame;5;0;1265;8;37
02431;Liez;1;14.3;383;7;11
02432;Limé;1;N/A - résultat non disponible;191;N/A - résultat non disponible;10
02433;Lislet;0;16.7;218;6;13
02435;Logny-lès-Aubenton;0;N/A - résultat non disponible;83;N/A - résultat non disponible;1
02438;Longpont;0;0;237;3;20
02439;Les Septvallons;6;0;1234;11;63
02440;Lor;0;50;139;2;10
02441;Louâtre;1;0;189;2;9
02442;Loupeigne;1;N/A - résultat non disponible;87;N/A - résultat non disponible;3
02443;Lucy-le-Bocage;2;0;212;1;13
02444;Lugny;1;N/A - résultat non disponible;118;N/A - résultat non disponible;5
02445;Luzoir;2;0;267;2;15
02446;Ly-Fontaine;0;N/A - résultat non disponible;118;N/A - résultat non disponible;4
02447;Maast-et-Violaine;1;0;133;1;4
02448;Mâchecourt;0;N/A - résultat non disponible;109;N/A - résultat non disponible;4
02449;Macogny;0;0;61;1;9
02450;Macquigny;2;0;356;3;17
02451;Magny-la-Fosse;0;N/A - résultat non disponible;122;N/A - résultat non disponible;3
02452;Maissemy;0;0;233;2;7
02453;Maizy;3;25;398;8;23
02454;La Malmaison;0;0;403;3;24
02455;Malzy;0;0;181;3;13
02456;Manicamp;2;0;306;5;9
02457;Marchais;1;33.3;391;3;16
02458;Dhuys et Morin-en-Brie;3;0;825;7;40
02459;Marcy;0;N/A - résultat non disponible;152;N/A - résultat non disponible;16
02460;Marcy-sous-Marle;1;N/A - résultat non disponible;204;N/A - résultat non disponible;5
02461;Marest-Dampcourt;4;0;342;1;20
02462;Mareuil-en-Dôle;0;0;223;1;9
02463;Marfontaine;1;N/A - résultat non disponible;82;N/A - résultat non disponible;4
02464;Margival;3;0;369;4;23
02465;Marigny-en-Orxois;2;0;527;3;21
02466;Marizy-Sainte-Geneviève;0;0;127;1;6
02467;Marizy-Saint-Mard;0;N/A - résultat non disponible;49;N/A - résultat non disponible;4
02468;Marle;12;5.6;2224;18;119
02469;Marly-Gomont;4;0;484;4;24
02470;Martigny;0;0;421;4;5
02471;Martigny-Courpierre;1;0;135;1;5
02472;Mauregny-en-Haye;2;16.7;403;6;20
02473;Mayot;0;N/A - résultat non disponible;213;N/A - résultat non disponible;7
02474;Mennessis;0;20;407;5;12
02476;Mennevret;5;12.5;654;8;24
02477;Mercin-et-Vaux;5;0;945;4;75
02478;Merlieux-et-Fouquerolles;0;20;255;5;9
02480;Mesbrecourt-Richecourt;0;0;318;1;13
02481;Mesnil-Saint-Laurent;4;0;450;1;37
02482;Meurival;0;100;58;1;1
02483;Mézières-sur-Oise;1;33.3;508;3;21
02484;Mézy-Moulins;1;25;551;4;23
02485;Missy-aux-Bois;1;0;98;1;10
02486;Missy-lès-Pierrepont;1;0;106;3;7
02487;Missy-sur-Aisne;4;0;628;1;23
02488;Molain;0;100;160;1;1
02489;Molinchart;1;16.7;355;6;16
02490;Monampteuil;0;N/A - résultat non disponible;123;N/A - résultat non disponible;6
02491;Monceau-le-Neuf-et-Faucouzy;3;N/A - résultat non disponible;321;N/A - résultat non disponible;24
02492;Monceau-lès-Leups;0;0;434;2;10
02493;Monceau-le-Waast;1;0;216;3;13
02494;Monceau-sur-Oise;1;0;130;2;6
02495;Mondrepuis;5;16.7;1033;12;35
02496;Monnes;0;0;94;1;3
02497;Mons-en-Laonnois;5;11.1;1148;9;56
02498;Montaigu;3;7.1;766;14;37
02499;Montbavin;0;N/A - résultat non disponible;40;N/A - résultat non disponible;2
02500;Montbrehain;1;0;813;4;29
02501;Montchâlons;2;N/A - résultat non disponible;74;N/A - résultat non disponible;4
02502;Montcornet;3;0;1224;3;72
02503;Mont-d'Origny;4;0;832;3;27
02504;Montescourt-Lizerolles;5;16.7;1619;12;38
02505;Montfaucon;0;N/A - résultat non disponible;208;N/A - résultat non disponible;12
02506;Montgobert;1;N/A - résultat non disponible;202;N/A - résultat non disponible;11
02507;Montgru-Saint-Hilaire;1;N/A - résultat non disponible;30;N/A - résultat non disponible;1
02508;Monthenault;1;0;145;1;13
02509;Monthiers;4;0;155;1;16
02510;Monthurel;1;0;137;2;3
02511;Montigny-en-Arrouaise;0;0;317;5;6
02512;Montigny-l'Allier;0;0;271;8;13
02513;Montigny-le-Franc;1;0;138;1;4
02514;Montigny-Lengrain;3;0;684;3;28
02515;Montigny-lès-Condé;0;N/A - résultat non disponible;50;N/A - résultat non disponible;4
02516;Montigny-sous-Marle;0;0;70;3;2
02517;Montigny-sur-Crécy;0;0;299;4;11
02518;Montlevon;2;16.7;289;6;16
02519;Montloué;1;0;193;1;4
02520;Mont-Notre-Dame;0;57.1;742;7;32
02521;Montreuil-aux-Lions;11;0;1328;16;107
02522;Mont-Saint-Jean;1;N/A - résultat non disponible;81;N/A - résultat non disponible;2
02523;Mont-Saint-Martin;0;N/A - résultat non disponible;70;N/A - résultat non disponible;1
02524;Mont-Saint-Père;2;0;689;2;25
02525;Morcourt;6;0;545;3;43
02526;Morgny-en-Thiérache;1;N/A - résultat non disponible;107;N/A - résultat non disponible;3
02527;Morsain;5;0;467;3;22
02528;Mortefontaine;1;0;215;2;12
02529;Mortiers;0;0;184;2;3
02530;Moulins;2;N/A - résultat non disponible;77;N/A - résultat non disponible;5
02531;Moussy-Verneuil;0;50;139;2;3
02532;Moÿ-de-l'Aisne;3;0;986;4;50
02533;Muret-et-Crouttes;0;0;111;3;1
02534;Muscourt;0;N/A - résultat non disponible;45;N/A - résultat non disponible;4
02535;Nampcelles-la-Cour;0;0;114;1;1
02536;Nampteuil-sous-Muret;1;N/A - résultat non disponible;93;N/A - résultat non disponible;4
02537;Nanteuil-la-Fosse;1;0;196;2;10
02538;Nanteuil-Notre-Dame;0;0;83;1;2
02539;Nauroy;3;0;672;5;29
02540;Nesles-la-Montagne;3;50;1196;8;38
02541;Neufchâtel-sur-Aisne;3;66.7;423;3;24
02542;Neuflieux;0;0;78;1;2
02543;Neuilly-Saint-Front;7;7.7;1980;26;97
02544;Neuve-Maison;1;33.3;607;3;23
02545;La Neuville-Bosmont;0;0;187;1;8
02546;La Neuville-en-Beine;2;0;191;2;9
02547;La Neuville-Housset;0;N/A - résultat non disponible;63;N/A - résultat non disponible;3
02548;La Neuville-lès-Dorengt;3;0;391;1;17
02549;Neuville-Saint-Amand;5;0;857;8;49
02550;Neuville-sur-Ailette;0;0;119;3;51
02551;Neuville-sur-Margival;0;N/A - résultat non disponible;114;N/A - résultat non disponible;6
02552;Neuvillette;1;0;180;1;7
02553;Nizy-le-Comte;0;0;232;1;14
02554;Nogentel;4;0;1106;6;46
02555;Nogent-l'Artaud;6;4.2;2089;24;89
02556;Noircourt;0;N/A - résultat non disponible;69;N/A - résultat non disponible;1
02557;Noroy-sur-Ourcq;0;N/A - résultat non disponible;126;N/A - résultat non disponible;4
02558;Le Nouvion-en-Thiérache;9;0;2479;20;132
02559;Nouvion-et-Catillon;2;0;523;2;18
02560;Nouvion-le-Comte;1;N/A - résultat non disponible;241;N/A - résultat non disponible;14
02561;Nouvion-le-Vineux;0;0;143;2;9
02562;Nouvron-Vingré;3;0;197;3;9
02563;Noyales;0;0;142;2;8
02564;Bernoy-le-Château;5;0;840;11;26
02565;Œuilly;2;100;295;2;8
02566;Ognes;2;16.7;1113;6;33
02567;Ohis;0;N/A - résultat non disponible;270;N/A - résultat non disponible;9
02568;Oigny-en-Valois;0;N/A - résultat non disponible;175;N/A - résultat non disponible;13
02569;Oisy;2;0;459;3;17
02570;Ollezy;0;100;169;1;4
02571;Omissy;2;0;679;2;20
02572;Orainville;0;0;496;3;18
02573;Orgeval;1;N/A - résultat non disponible;55;N/A - résultat non disponible;4
02574;Origny-en-Thiérache;7;0;1354;9;61
02575;Origny-Sainte-Benoite;6;12.5;1612;8;69
02576;Osly-Courtil;0;0;325;5;6
02577;Ostel;0;100;91;1;0
02578;Oulches-la-Vallée-Foulon;0;0;82;1;4
02579;Oulchy-la-Ville;1;N/A - résultat non disponible;127;N/A - résultat non disponible;5
02580;Oulchy-le-Château;3;8.3;811;12;40
02581;Paars;0;N/A - résultat non disponible;314;N/A - résultat non disponible;9
02582;Paissy;0;0;79;1;3
02583;Pancy-Courtecon;1;N/A - résultat non disponible;56;N/A - résultat non disponible;2
02584;Papleux;0;N/A - résultat non disponible;115;N/A - résultat non disponible;5
02585;Parcy-et-Tigny;0;0;247;3;7
02586;Parfondeval;0;0;141;2;4
02587;Parfondru;2;0;351;3;11
02588;Pargnan;0;N/A - résultat non disponible;66;N/A - résultat non disponible;3
02589;Pargny-Filain;1;0;250;5;14
02590;Pargny-la-Dhuys;1;N/A - résultat non disponible;172;N/A - résultat non disponible;8
02591;Pargny-les-Bois;0;N/A - résultat non disponible;140;N/A - résultat non disponible;2
02592;Parpeville;1;0;192;1;7
02593;Pasly;3;6.2;1061;16;34
02594;Passy-en-Valois;0;0;125;2;7
02595;Passy-sur-Marne;1;N/A - résultat non disponible;139;N/A - résultat non disponible;7
02596;Pavant;0;0;755;6;23
02598;Pernant;1;33.3;683;12;42
02599;Pierremande;2;0;249;3;8
02600;Pierrepont;2;0;336;1;15
02601;Pignicourt;3;0;175;2;9
02602;Pinon;7;11.8;1650;17;75
02604;Pithon;0;N/A - résultat non disponible;78;N/A - résultat non disponible;5
02605;Pleine-Selve;1;0;191;1;6
02606;Le Plessier-Huleu;0;66.7;85;3;6
02607;Ploisy;4;0;97;1;11
02608;Plomion;0;0;454;4;19
02609;Ployart-et-Vaurseine;0;N/A - résultat non disponible;23;N/A - résultat non disponible;3
02610;Pommiers;3;20;738;5;25
02612;Pont-Arcy;0;N/A - résultat non disponible;118;N/A - résultat non disponible;5
02613;Pontavert;3;14.3;605;7;29
02614;Pontru;1;0;281;2;6
02615;Pontruet;0;28.6;352;7;9
02616;Pont-Saint-Mard;1;N/A - résultat non disponible;185;N/A - résultat non disponible;8
02617;Pouilly-sur-Serre;2;50;496;2;17
02618;Prémont;0;0;686;7;19
02619;Prémontré;2;0;596;1;8
02620;Presles-et-Boves;1;N/A - résultat non disponible;327;N/A - résultat non disponible;19
02621;Presles-et-Thierny;0;0;400;5;19
02622;Priez;0;N/A - résultat non disponible;58;N/A - résultat non disponible;1
02623;Prisces;0;0;94;1;0
02624;Proisy;0;0;275;2;10
02625;Proix;0;0;144;4;4
02626;Prouvais;1;14.3;339;7;11
02627;Proviseux-et-Plesnoy;0;0;133;1;8
02628;Puiseux-en-Retz;0;0;221;2;16
02629;Puisieux-et-Clanlieu;1;0;327;5;11
02631;Quierzy;0;N/A - résultat non disponible;419;N/A - résultat non disponible;10
02632;Quincy-Basse;1;N/A - résultat non disponible;54;N/A - résultat non disponible;2
02633;Quincy-sous-le-Mont;0;0;62;1;1
02634;Raillimont;0;0;89;1;4
02635;Ramicourt;3;0;147;3;7
02636;Regny;2;0;193;2;7
02637;Remaucourt;1;0;278;1;20
02638;Remies;0;25;240;4;9
02639;Remigny;1;0;341;2;12
02640;Renansart;0;100;149;1;4
02641;Renneval;0;0;127;1;2
02642;Résigny;1;0;161;1;9
02643;Ressons-le-Long;4;11.1;780;9;48
02644;Retheuil;0;25;348;4;15
02645;Reuilly-Sauvigny;0;20;213;5;9
02647;Ribeauville;0;N/A - résultat non disponible;77;N/A - résultat non disponible;0
02648;Ribemont;7;8.7;1909;23;86
02649;Rocourt-Saint-Martin;1;0;305;3;17
02650;Rocquigny;2;0;364;1;17
02651;Rogécourt;0;0;94;1;2
02652;Rogny;0;N/A - résultat non disponible;100;N/A - résultat non disponible;6
02653;Romeny-sur-Marne;4;0;466;6;29
02654;Romery;0;N/A - résultat non disponible;83;N/A - résultat non disponible;2
02655;Ronchères;0;N/A - résultat non disponible;152;N/A - résultat non disponible;3
02656;Roucy;1;0;375;1;25
02657;Rougeries;0;66.7;202;3;4
02658;Roupy;0;0;238;2;8
02659;Rouvroy;8;0;507;2;46
02660;Rouvroy-sur-Serre;0;0;42;1;2
02661;Royaucourt-et-Chailvet;1;50;228;2;15
02662;Rozet-Saint-Albin;3;0;333;3;13
02663;Rozières-sur-Crise;1;25;234;4;9
02664;Rozoy-Bellevalle;2;25;120;4;7
02665;Grand-Rozoy;1;50;299;2;9
02666;Rozoy-sur-Serre;3;N/A - résultat non disponible;922;N/A - résultat non disponible;50
02667;Saconin-et-Breuil;2;0;197;3;11
02668;Sains-Richaumont;7;12.5;939;8;53
02670;Saint-Algis;0;0;148;1;9
02671;Saint-Aubin;6;N/A - résultat non disponible;279;N/A - résultat non disponible;17
02672;Saint-Bandry;0;0;240;3;9
02673;Saint-Christophe-à-Berry;1;0;443;2;19
02674;Saint-Clément;0;0;47;1;3
02675;Sainte-Croix;0;N/A - résultat non disponible;130;N/A - résultat non disponible;7
02676;Saint-Erme-Outre-et-Ramecourt;7;7.1;1700;14;98
02677;Saint-Eugène;0;33.3;234;3;3
02678;Sainte-Geneviève;1;N/A - résultat non disponible;70;N/A - résultat non disponible;2
02679;Saint-Gengoulph;1;0;153;1;7
02680;Saint-Gobain;10;0;2313;14;93
02681;Saint-Gobert;0;0;285;1;11
02682;Saint-Mard;1;0;116;2;4
02683;Saint-Martin-Rivière;0;0;115;1;2
02684;Saint-Michel;9;13.8;3222;29;99
02685;Saint-Nicolas-aux-Bois;1;0;116;3;6
02686;Saint-Paul-aux-Bois;1;0;360;5;12
02687;Saint-Pierre-Aigle;4;0;332;4;28
02688;Saint-Pierre-lès-Franqueville;0;0;41;1;0
02689;Saint-Pierremont;1;N/A - résultat non disponible;40;N/A - résultat non disponible;2
02690;Sainte-Preuve;1;N/A - résultat non disponible;68;N/A - résultat non disponible;6
02691;Saint-Quentin;158;7.3;52995;586;3066
02693;Saint-Rémy-Blanzy;1;16.7;225;6;11
02694;Saint-Simon;4;0;598;1;28
02696;Saint-Thomas;0;0;72;2;3
02697;Samoussy;0;0;387;4;8
02698;Sancy-les-Cheminots;0;0;98;1;2
02699;Saponay;0;0;270;6;16
02701;Saulchery;0;0;695;7;31
02702;Savy;3;0;612;5;17
02703;Seboncourt;4;0;1085;9;25
