Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Unités légales (en nombre) 2021;Population municipale 2022;Densité de population (historique depuis 1876) 2021;Part construction dans les créations d'ent. 2023
85305;Vouvant;78;823;41.3;7.7
85306;Xanton-Chassenon;30;743;38.5;0
86001;Adriers;54;701;10.3;14.3
86002;Amberre;29;565;36.5;33.3
86003;Anché;15;329;20.6;0
86004;Angles-sur-l'Anglin;45;362;23.9;0
86005;Angliers;28;607;26;0
86006;Antigny;34;543;12.2;0
86007;Antran;79;1156;48.6;26.7
86008;Arçay;20;342;24;57.1
86009;Archigny;54;1060;15.9;7.7
86010;Aslonnes;55;1130;48.5;7.1
86011;Asnières-sur-Blour;15;189;5.7;0
86012;Asnois;17;132;8.8;0
86013;Aulnay;10;101;12;N/A - résultat non disponible
86014;Availles-en-Châtellerault;74;1738;112.2;8.3
86015;Availles-Limouzine;109;1287;21.8;11.8
86016;Avanton;107;2227;205.6;3.4
86017;Ayron;76;1087;38.4;7.7
86018;Basses;7;336;31.9;33.3
86019;Beaumont Saint-Cyr;154;2941;80.8;3.1
86020;Bellefonds;12;250;29.8;0
86022;Berrie;15;253;15;0
86023;Berthegon;16;262;24.9;0
86024;Béruges;79;1538;47.5;5.3
86025;Béthines;23;470;12.7;50
86026;Beuxes;18;558;48.8;0
86027;Biard;264;1908;252.2;7.1
86028;Bignoux;39;1083;74.2;0
86029;Blanzay;64;804;22.5;0
86031;Bonnes;77;1686;49.6;0
86032;Bonneuil-Matours;132;2096;48.9;7.7
86034;Bouresse;27;623;17;20
86035;Bourg-Archambault;11;171;7.2;0
86036;Bournand;30;929;28;0
86037;Brigueil-le-Chantre;37;460;8.8;25
86038;Brion;8;221;13.6;0
86039;Brux;56;765;20.9;7.1
86040;La Bussière;15;301;9.5;33.3
86041;Buxerolles;508;10253;1110.4;5.5
86042;Buxeuil;20;901;76.3;12.5
86044;Ceaux-en-Loudun;32;555;19;0
86045;Celle-Lévescault;74;1373;31.9;16.7
86046;Cenon-sur-Vienne;61;1690;197.8;0
86047;Cernay;14;478;149.2;0
86048;Chabournay;52;1258;209.4;11.1
86049;Chalais;23;474;32.7;33.3
86050;Chalandray;44;794;32.2;0
86051;Champagné-le-Sec;14;213;26;0
86052;Champagné-Saint-Hilaire;60;994;21.4;14.3
86053;Champigny en Rochereau;99;1890;57.6;5.3
86054;Champniers;38;354;17.6;0
86055;La Chapelle-Bâton;30;350;11.9;0
86058;La Chapelle-Moulière;42;730;43;0
86059;Chapelle-Viviers;32;564;39.7;9.1
86061;Charroux;86;1046;24.2;0
86062;Chasseneuil-du-Poitou;694;4776;270.7;7.6
86063;Chatain;30;241;11.1;0
86064;Château-Garnier;33;601;16.8;0
86065;Château-Larcher;50;1046;69;8.3
86066;Châtellerault;1848;31105;602.4;6.3
86068;Chaunay;71;1201;31.3;9.1
86069;La Chaussée;5;187;13.6;0
86070;Chauvigny;452;7037;74.1;5.9
86072;Chenevelles;33;442;15.2;10
86073;Cherves;37;516;20.2;0
86074;Chiré-en-Montreuil;45;923;43.2;0
86075;Chouppes;40;801;24.7;0
86076;Cissé;176;2875;170.3;0
86077;Civaux;67;1205;45.5;10
86078;Civray;191;2543;294;9.4
86079;La Roche-Rigault;46;562;21.8;9.1
86080;Cloué;23;492;40.5;0
86081;Colombiers;64;1418;68.4;0
86082;Valence-en-Poitou;309;4323;52.5;10.9
86083;Coulombiers;83;1143;40.7;14.3
86084;Coulonges-les-Hérolles;19;232;12.7;0
86085;Coussay;8;260;12.6;0
86086;Coussay-les-Bois;36;913;21.2;0
86087;Craon;10;183;8.5;0
86088;Croutelle;43;937;616.9;0
86089;Cuhon;28;389;23.7;0
86090;Curçay-sur-Dive;10;230;13.7;0
86091;Curzay-sur-Vonne;20;374;22.9;0
86092;Dangé-Saint-Romain;137;2968;84.5;5.9
86093;Dercé;7;163;13.1;0
86094;Dienné;31;583;35.3;16.7
86095;Dissay;194;3143;134.3;10.7
86096;Doussay;30;680;24.7;16.7
86097;La Ferrière-Airoux;17;334;12.2;0
86098;Fleix;7;144;15.7;25
86099;Fleuré;65;1108;64.7;0
86100;Fontaine-le-Comte;238;3971;212.7;9.4
86102;Frozes;27;612;69;0
86103;Gençay;113;1681;360.3;5.6
86104;Genouillé;35;493;16.4;0
86105;Gizay;23;364;17.5;33.3
86106;Glénouze;4;100;9.6;0
86107;Gouex;23;473;25.7;0
86108;La Grimaudière;32;396;21;0
86109;Guesnes;11;232;17.4;0
86110;Haims;13;230;7.2;0
86111;Ingrandes;111;1704;48.9;7.1
86112;L'Isle-Jourdain;90;1146;197.1;0
86113;Iteuil;163;2989;135.2;0
86114;Jardres;88;1250;60.8;44.4
86115;Jaunay-Marigny;439;7597;159.2;4.7
86116;Jazeneuil;39;797;24.9;28.6
86117;Jouhet;38;510;20.3;50
86118;Journet;21;368;6.3;25
86119;Joussé;18;309;40.3;0
86120;Lathus-Saint-Rémy;79;1214;12.3;15.4
86121;Latillé;84;1483;58.4;12.5
86122;Lauthiers;1;68;8.3;N/A - résultat non disponible
86123;Boivre-la-Vallée;159;3041;26;7.7
86124;Lavoux;56;1179;78.6;0
86125;Leigné-les-Bois;27;565;19.5;0
86126;Leignes-sur-Fontaine;37;644;19.9;16.7
86127;Leigné-sur-Usseau;16;453;40.6;0
86128;Lencloître;124;2490;130.4;4.3
86129;Lésigny;21;525;39.4;0
86130;Leugny;9;370;23.5;0
86131;Lhommaizé;49;912;29.5;0
86132;Liglet;28;301;5.8;0
86133;Ligugé;243;3429;149.7;0
86134;Linazay;18;217;23.9;50
86135;Liniers;27;586;35.9;10
86136;Lizant;35;381;21.8;20
86137;Loudun;445;6791;154.1;8.8
86138;Luchapt;18;248;9.4;16.7
86139;Lusignan;151;2556;68.5;12.5
86140;Lussac-les-Châteaux;167;2261;80.8;5.9
86141;Magné;36;672;33.5;6.7
86142;Maillé;18;640;51.7;0
86143;Mairé;6;174;8.4;100
86144;Maisonneuve;18;324;35.6;0
86145;Marçay;57;1119;38.1;25
86147;Marigny-Chemereau;18;603;52.5;0
86148;Marnay;49;714;15.8;0
86149;Martaizé;27;360;18.7;0
86150;Massognes;13;271;19.8;0
86151;Maulay;17;187;7.8;0
86152;Mauprévoir;36;590;11.8;0
86153;Mazerolles;40;853;41;25
86154;Mazeuil;8;245;18.4;0
86156;Messemé;10;241;24.4;20
86157;Mignaloux-Beauvoir;324;5224;240.1;7.3
86158;Migné-Auxances;405;6276;214;8.8
86159;Millac;38;467;12.2;0
86160;Mirebeau;151;2144;154.7;4.2
86161;Moncontour;58;982;24;18.2
86162;Mondion;8;118;13;50
86163;Montamisé;204;3710;116.6;3.3
86164;Monthoiron;25;672;40.4;0
86165;Montmorillon;389;5867;103.8;9.1
86167;Monts-sur-Guesnes;43;917;79.9;33.3
86169;Morton;9;368;44.8;0
86170;Moulismes;21;361;12.5;0
86171;Moussac;33;433;17.5;0
86172;Mouterre-sur-Blourde;7;167;8.1;N/A - résultat non disponible
86173;Mouterre-Silly;22;621;20.7;11.1
86174;Naintré;300;5954;239.1;11.3
86175;Nalliers;19;306;19;0
86176;Nérignac;10;117;27.6;N/A - résultat non disponible
86177;Neuville-de-Poitou;406;5465;318.2;3.7
86178;Nieuil-l'Espoir;130;2680;132.2;15.8
86180;Nouaillé-Maupertuis;138;2955;132.2;0
86181;Nueil-sous-Faye;19;218;13.4;0
86182;Orches;19;356;18.5;33.3
86183;Les Ormes;61;1620;66.7;10.5
86184;Ouzilly;45;954;89.7;40
86186;Oyré;29;964;28.9;0
86187;Paizay-le-Sec;27;474;13.4;0
86189;Payroux;18;463;15.4;0
86190;Persac;44;718;12.1;0
86191;Pindray;9;248;9.1;50
86192;Plaisance;12;177;13.4;N/A - résultat non disponible
86193;Pleumartin;83;1208;50.3;0
86194;Poitiers;5775;89472;2143;4.9
86195;Port-de-Piles;20;548;104.5;16.7
86196;Pouançay;21;232;42.7;N/A - résultat non disponible
86197;Pouant;33;412;15.5;33.3
86198;Pouillé;38;731;51.8;14.3
86200;Pressac;34;551;11.3;16.7
86201;Prinçay;22;204;12.5;0
86202;La Puye;32;604;25.5;40
86203;Queaux;40;570;10.4;50
86204;Quinçay;161;2113;71.2;10
86205;Ranton;14;204;33.6;0
86206;Raslay;3;135;34.2;0
86207;La Roche-Posay;183;1571;44.5;5.9
86209;Roches-Prémarie-Andillé;123;2174;94.9;7.7
86210;Roiffé;32;748;30.7;0
86211;Romagne;45;803;20.5;14.3
86213;Rouillé;111;2521;48.3;9.5
86214;Saint-Benoît;588;7306;538.1;8.8
86217;Saint-Christophe;13;278;18.2;0
86218;Saint-Clair;13;205;18.9;100
86220;Saint-Gaudent;18;312;26.5;0
86221;Saint-Genest-d'Ambière;61;1211;37.2;18.2
86222;Saint-Georges-lès-Baillargeaux;235;4345;126;5.4
86223;Saint-Germain;52;883;44.1;0
86224;Saint-Gervais-les-Trois-Clochers;79;1318;33.8;6.7
86225;Saint-Jean-de-Sauves;71;1292;23.5;25
86226;Saint-Julien-l'Ars;176;2871;155.1;9.4
86227;Saint-Laon;6;136;11.3;0
86228;Saint-Laurent-de-Jourdes;9;196;11.1;N/A - résultat non disponible
86229;Saint-Léger-de-Montbrillais;13;347;32.7;25
86230;Saint-Léomer;4;171;6;50
86233;Valdivienne;133;2728;44.7;13.8
86234;Saint-Martin-l'Ars;29;369;9;20
86235;Saint-Maurice-la-Clouère;63;1310;32.9;0
86236;Saint-Pierre-de-Maillé;60;852;11.6;0
86237;Saint-Pierre-d'Exideuil;54;728;39.5;50
86239;Sainte-Radégonde;16;184;13.5;0
86241;Saint-Rémy-sur-Creuse;28;453;33.4;0
86242;Saint-Romain;25;390;19.2;0
86244;Saint-Sauvant;86;1298;21.5;21.4
86245;Senillé-Saint-Sauveur;75;1724;34.5;0
86246;Saint-Savin;75;816;43.5;0
86247;Val-de-Comporté;47;1007;47.2;18.2
86248;Saint-Secondin;22;531;13.9;40
86249;Saires;8;124;8.8;N/A - résultat non disponible
86250;Saix;11;263;12.2;100
86252;Sammarçolles;29;648;30.6;0
86253;Sanxay;35;548;22.8;0
86254;Saulgé;43;1005;16;20
86255;Savigné;123;1265;35.3;0
86256;Savigny-Lévescault;63;1247;55.2;33.3
86257;Savigny-sous-Faye;21;377;25;14.3
86258;Scorbé-Clairvaux;106;2177;96;11.8
86260;Sérigny;24;314;12.6;0
86261;Sèvres-Anxaumont;142;2354;149.2;9.7
86262;Sillars;22;571;9.5;0
86263;Smarves;120;2941;145.6;5.3
86264;Sommières-du-Clain;36;738;28.3;7.7
86265;Sossais;22;414;34.6;0
86266;Surin;10;124;10.9;0
86268;Tercé;43;1134;48.2;0
86269;Ternay;10;192;18.8;0
86270;Thollet;15;163;5.3;0
86271;Thurageau;38;732;21.5;12.5
86272;Thuré;94;2787;64.6;0
86273;La Trimouille;62;863;20.6;0
86274;Les Trois-Moutiers;77;1082;30.2;16.7
86275;Usseau;35;582;31.2;0
86276;Usson-du-Poitou;109;1226;17;0
86279;Vaux-sur-Vienne;13;543;77.4;0
86280;Vellèches;11;349;17.9;0
86281;Saint-Martin-la-Pallu;295;5663;59.9;3.2
86284;Vernon;32;721;18.7;0
86285;Verrières;66;930;48;14.3
86286;Verrue;28;382;13.5;0
86287;Vézières;18;346;13.3;0
86288;Vicq-sur-Gartempe;36;656;19.3;28.6
86289;Le Vigeant;63;656;10.3;22.2
86290;La Villedieu-du-Clain;66;1526;212.8;0
86291;Villemort;1;101;22.9;N/A - résultat non disponible
86292;Villiers;50;955;86.9;14.3
86293;Vivonne;307;4505;108.6;3.9
86294;Vouillé;250;3707;108.8;11.1
86295;Voulême;24;394;35.3;25
86296;Voulon;18;468;56.4;33.3
86297;Vouneuil-sous-Biard;322;6245;239;7.5
86298;Vouneuil-sur-Vienne;110;2278;62;5.3
86299;Vouzailles;26;563;35.9;0
86300;Yversay;22;636;104.7;28.6
87001;Aixe-sur-Vienne;344;5860;255.5;9.9
87002;Ambazac;315;5565;96.1;14.3
87003;Arnac-la-Poste;58;911;19.7;0
87004;Augne;12;124;6.8;0
87005;Aureil;51;1033;100.2;0
87006;Azat-le-Ris;15;240;4.3;N/A - résultat non disponible
87007;Balledent;21;199;16;0
87008;La Bazeuge;11;144;14.3;0
87009;Beaumont-du-Lac;10;136;5.8;N/A - résultat non disponible
87011;Bellac;227;3569;147.3;8
87012;Berneuil;22;429;16.9;0
87013;Bersac-sur-Rivalier;45;626;19.7;0
87014;Bessines-sur-Gartempe;150;2739;49.8;9.1
87015;Beynac;33;727;57.2;0
87016;Les Billanges;21;298;13;100
87017;Blanzac;39;479;20.9;0
87018;Blond;58;690;10.7;16.7
87019;Boisseuil;196;2997;158.2;3.6
87020;Bonnac-la-Côte;102;1644;63.3;5.6
87021;Bosmie-l'Aiguille;106;2620;326.7;5.9
87022;Breuilaufa;5;114;25.2;N/A - résultat non disponible
87023;Le Buis;8;183;28.1;0
87024;Bujaleuf;63;873;20.7;8.3
87025;Burgnac;46;858;74.4;9.1
87027;Bussière-Galant;101;1284;23.5;11.1
87028;Val-d'Oire-et-Gartempe;159;1712;13.9;18.8
87029;Les Cars;27;618;37;0
87030;Chaillac-sur-Vienne;42;1253;83;0
87031;Le Chalard;23;302;24.6;0
87032;Châlus;130;1671;59.3;9.5
87033;Chamboret;42;788;36.9;0
87034;Champagnac-la-Rivière;59;591;23.6;0
87035;Champnétery;27;517;16.9;0
87036;Champsac;72;688;28.1;9.1
87037;La Chapelle-Montbrandeix;32;264;13.3;0
87038;Chaptelat;94;2096;116.9;19
87039;Château-Chervix;50;791;15.7;6.7
87040;Châteauneuf-la-Forêt;106;1536;52.3;11.8
87041;Châteauponsac;123;2028;29.4;13.3
87042;Le Châtenet-en-Dognon;29;399;19.2;0
87043;Cheissoux;18;223;21.6;0
87044;Chéronnac;31;315;16.7;0
87045;Cieux;54;1001;24.4;7.1
87046;Cognac-la-Forêt;68;1199;38;16.7
87047;Compreignac;110;1866;39.4;4.3
87048;Condat-sur-Vienne;242;5208;333.4;5.4
87049;Coussac-Bonneval;104;1272;19.3;20
87050;Couzeix;638;10011;320.2;8.2
87051;La Croisille-sur-Briance;48;690;14.9;0
87052;La Croix-sur-Gartempe;12;163;13.3;N/A - résultat non disponible
87053;Cromac;23;246;10.1;0
87054;Cussac;76;1148;36.4;20
87056;Dinsac;15;245;13.1;50
87057;Dompierre-les-Églises;33;373;12.1;12.5
87058;Domps;13;99;7.3;0
87059;Le Dorat;166;1526;64.2;0
87060;Dournazac;59;669;18.5;16.7
87061;Droux;20;361;14.4;0
87062;Eybouleuf;20;471;43.5;33.3
87063;Eyjeaux;73;1335;54.4;7.1
87064;Eymoutiers;176;2067;29.8;3.7
87065;Feytiat;457;6174;245.8;10
87066;Flavignac;75;1060;34.6;14.3
87067;Folles;28;443;14.3;14.3
87068;Fromental;26;517;22.6;16.7
87069;Gajoubert;9;148;10.3;0
87070;La Geneytouse;55;988;50.9;40
87071;Glandon;53;806;29;16.7
87072;Glanges;36;510;22.1;0
87073;Gorre;35;388;24.1;0
87074;Les Grands-Chézeaux;20;227;17.2;0
87075;Isle;438;7915;389.1;5.1
87076;Jabreilles-les-Bordes;17;239;12.4;25
87077;Janailhac;26;525;28.1;16.7
87078;Javerdat;34;702;27;0
87079;La Jonchère-Saint-Maurice;51;802;52.2;22.2
87080;Jouac;14;189;8.9;0
87081;Jourgnac;43;1112;77.1;0
87082;Ladignac-le-Long;94;1159;24.2;0
87083;Laurière;30;528;25.3;0
87084;Lavignac;2;162;27.2;33.3
87085;Limoges;8961;129754;1663;7
87086;Linards;73;1004;27.9;21.4
87087;Lussac-les-Églises;39;463;11.3;0
87088;Magnac-Bourg;93;1115;73.8;8.3
87089;Magnac-Laval;123;1693;23.5;7.1
87090;Mailhac-sur-Benaize;26;273;12.6;0
87091;Maisonnais-sur-Tardoire;36;376;11.9;0
87092;Marval;60;481;12.7;12.5
87093;Masléon;11;286;32.3;0
87094;Meilhac;41;526;35.2;0
87095;Meuzac;52;733;16.8;66.7
87096;La Meyze;55;842;30;0
87097;Val d'Issoire;73;1031;14;0
87099;Moissannes;20;328;13.3;0
87100;Montrol-Sénard;15;253;9.4;50
87101;Mortemart;12;127;34.7;0
87103;Nantiat;91;1584;62.7;33.3
87104;Nedde;38;455;8.6;12.5
87105;Neuvic-Entier;47;874;22.6;28.6
87106;Nexon;150;2542;61.6;13
87107;Nieul;81;1594;95;7.7
87108;Nouic;38;430;12.2;0
87109;Oradour-Saint-Genest;24;354;9;0
87110;Oradour-sur-Glane;134;2517;65.5;8.3
87111;Oradour-sur-Vayres;148;1602;40;9.5
87112;Pageas;62;639;22.3;0
87113;Le Palais-sur-Vienne;257;5861;575.7;13.3
87114;Panazol;544;11207;551.8;10.3
87115;Pensol;14;179;11.5;20
87116;Peyrat-de-Bellac;58;1059;33.8;23.1
87117;Peyrat-le-Château;73;1028;19.4;14.3
87118;Peyrilhac;67;1356;34.5;26.7
87119;Pierre-Buffière;79;1147;200.9;6.2
87120;La Porcherie;38;518;16.1;60
87121;Rancon;50;477;14.4;37.5
87122;Razès;65;1161;48.6;12.5
87123;Rempnat;9;145;7;0
87124;Rilhac-Lastours;20;381;23.1;25
87125;Rilhac-Rancon;221;4733;269.5;9.8
87126;Rochechouart;244;3637;68.3;2.5
87127;La Roche-l'Abeille;41;594;16.2;14.3
87128;Saint-Pardoux-le-Lac;81;1364;20;17.6
87129;Royères;49;942;54.3;10
87130;Roziers-Saint-Georges;8;161;14.2;0
87131;Saillat-sur-Vienne;40;826;129.3;0
87132;Saint-Amand-le-Petit;7;112;7.1;50
87133;Saint-Amand-Magnazeix;36;485;15.7;0
87134;Sainte-Anne-Saint-Priest;12;140;8.7;0
87135;Saint-Auvent;59;969;28.8;0
87137;Saint-Bazile;9;143;16.3;0
87138;Saint-Bonnet-Briance;42;538;18.3;0
87139;Saint-Bonnet-de-Bellac;35;456;12.9;0
87140;Saint-Brice-sur-Vienne;108;1651;79.5;12.5
87141;Saint-Cyr;36;676;31.8;0
87142;Saint-Denis-des-Murs;22;549;22.8;0
87143;Saint-Gence;116;2208;101.7;0
87144;Saint-Genest-sur-Roselle;23;541;27.6;0
87145;Saint-Georges-les-Landes;16;232;14.4;N/A - résultat non disponible
87146;Saint-Germain-les-Belles;97;1148;30.7;11.1
87147;Saint-Gilles-les-Forêts;5;44;5.4;N/A - résultat non disponible
87148;Saint-Hilaire-Bonneval;68;1005;35.1;10
87149;Saint-Hilaire-la-Treille;18;360;12.4;0
87150;Saint-Hilaire-les-Places;61;830;35.6;0
87151;Saint-Jean-Ligoure;15;489;16.2;23.1
87152;Saint-Jouvent;81;1630;66.5;9.5
87153;Saint-Julien-le-Petit;23;296;10.1;12.5
87154;Saint-Junien;824;11382;200.4;8.3
87155;Saint-Junien-les-Combes;15;182;8.8;N/A - résultat non disponible
87156;Saint-Just-le-Martel;149;2654;85.2;17.1
87157;Saint-Laurent-les-Églises;38;842;30;0
87158;Saint-Laurent-sur-Gorre;116;1391;35.1;11.1
87159;Saint-Léger-la-Montagne;24;358;10.8;0
87160;Saint-Léger-Magnazeix;48;489;8.8;0
87161;Saint-Léonard-de-Noblat;329;4319;77.9;4.1
87162;Sainte-Marie-de-Vaux;9;206;36.8;0
87163;Saint-Martial-sur-Isop;19;146;6;0
87164;Saint-Martin-de-Jussac;28;567;39.3;0
87165;Saint-Martin-le-Mault;15;145;11.4;0
87166;Saint-Martin-le-Vieux;50;878;51.2;20
87167;Saint-Martin-Terressus;31;580;24.1;12.5
87168;Saint-Mathieu;108;1069;26.5;8.3
87169;Saint-Maurice-les-Brousses;49;1041;95.9;0
87170;Saint-Méard;22;367;14.8;0
87172;Saint-Ouen-sur-Gartempe;18;214;9.7;0
87174;Saint-Paul;84;1235;32.9;8.3
87176;Saint-Priest-Ligoure;45;696;16.7;16.7
87177;Saint-Priest-sous-Aixe;79;1764;77.1;7.7
87178;Saint-Priest-Taurion;131;2896;107;16.1
87179;Saint-Sornin-la-Marche;11;224;9.3;0
87180;Saint-Sornin-Leulac;38;562;17.5;0
87181;Saint-Sulpice-Laurière;52;804;56.7;40
87182;Saint-Sulpice-les-Feuilles;111;1196;33.8;20
87183;Saint-Sylvestre;48;922;29.9;8.3
87185;Saint-Victurnien;99;1767;83.9;0
87186;Saint-Vitte-sur-Briance;28;323;15.4;0
87187;Saint-Yrieix-la-Perche;585;6873;67.6;5.2
87188;Saint-Yrieix-sous-Aixe;27;441;50.3;25
87189;Les Salles-Lavauguyon;19;157;12.3;20
87190;Sauviat-sur-Vige;66;879;28.2;28.6
87191;Séreilhac;125;2045;52.3;12.5
87192;Solignac;104;1561;94.8;5
87193;Surdoux;3;54;12.6;N/A - résultat non disponible
87194;Sussac;25;364;14;0
87195;Tersannes;4;128;5.3;0
87197;Thouron;25;563;41;0
87198;Vaulry;23;397;25.1;50
87199;Vayres;53;708;18.8;16.7
87200;Verneuil-Moustiers;9;122;6.4;0
87201;Verneuil-sur-Vienne;261;4940;142.6;5.8
87202;Veyrac;121;2162;63.5;5.3
87203;Vicq-sur-Breuilh;83;1327;26.1;23.1
87204;Videix;20;204;12.2;0
87205;Le Vigen;145;2298;77.3;0
87206;Villefavard;14;164;17.7;0
88001;Les Ableuvenettes;3;67;13.8;0
88002;Ahéville;3;67;12;0
88003;Aingeville;2;61;10.6;N/A - résultat non disponible
88004;Ainvelle;4;136;14.6;0
88005;Allarmont;15;209;15.5;50
88006;Ambacourt;11;290;41.3;0
88007;Ameuvelle;2;47;8.6;0
88008;Anglemont;12;152;27.2;N/A - résultat non disponible
88009;Anould;230;3262;136.2;5.1
88010;Aouze;13;196;17.9;33.3
88011;Arches;99;1614;92.6;7.7
88012;Archettes;48;1110;79.5;28.6
88013;Aroffe;1;91;10.6;N/A - résultat non disponible
88014;Arrentès-de-Corcieux;11;177;10.8;0
88015;Attignéville;9;210;13.7;0
88016;Attigny;7;202;12.5;0
88017;Aulnois;10;165;38.7;N/A - résultat non disponible
88019;Autigny-la-Tour;9;136;8.9;0
88020;Autreville;8;191;17.2;0
88021;Autrey;9;275;15.9;0
88022;Auzainvilliers;12;207;27.2;0
88023;Avillers;3;87;12.3;N/A - résultat non disponible
88024;Avrainville;6;115;26.3;0
88025;Avranville;1;69;6.4;0
88026;Aydoilles;60;1007;99.5;37.5
88027;Badménil-aux-Bois;8;139;15.2;0
88028;La Baffe;30;621;67.9;0
88029;La Vôge-les-Bains;121;1556;35.7;15.4
88030;Bainville-aux-Saules;12;160;27.5;0
88031;Balléville;5;100;16.2;0
88032;Ban-de-Laveline;82;1163;44.7;11.1
88033;Ban-de-Sapt;24;358;15.8;0
88035;Barbey-Seroux;6;144;19.7;0
88036;Barville;4;80;10.1;N/A - résultat non disponible
88037;Basse-sur-le-Rupt;59;854;63.1;8.3
88038;Battexey;3;34;13.2;N/A - résultat non disponible
88039;Baudricourt;22;330;95.7;N/A - résultat non disponible
88040;Bayecourt;9;234;34.4;100
88041;Bazegney;3;98;17.2;0
88042;Bazien;2;79;24.9;N/A - résultat non disponible
88043;Bazoilles-et-Ménil;7;115;18.9;100
88044;Bazoilles-sur-Meuse;31;612;28.5;20
88045;Beaufremont;1;88;9.8;N/A - résultat non disponible
88046;Beauménil;5;132;40.3;0
88047;Begnécourt;15;141;31.3;N/A - résultat non disponible
88048;Bellefontaine;57;959;24.8;50
88049;Belmont-lès-Darney;1;109;28.1;0
88050;Belmont-sur-Buttant;15;297;35.7;0
88051;Belmont-sur-Vair;1;124;20.6;50
88052;Belrupt;2;91;10.1;100
88053;Belval;8;153;23;0
88054;Bertrimoutier;19;312;83.1;0
88055;Bettegney-Saint-Brice;7;162;30.6;0
88056;Bettoncourt;5;91;29.6;0
88057;Le Beulay;3;90;37.9;N/A - résultat non disponible
88058;Biécourt;8;91;15.5;N/A - résultat non disponible
88059;Biffontaine;18;393;44.4;25
88060;Blémerey;0;30;12.9;N/A - résultat non disponible
88061;Bleurville;24;285;14.3;50
88062;Blevaincourt;7;91;10.6;100
88063;Bocquegney;9;133;29.3;N/A - résultat non disponible
88064;Bois-de-Champ;5;105;5.9;50
88065;Bonvillet;14;275;27.6;0
88066;Boulaincourt;2;63;25.9;0
88068;La Bourgonce;42;862;53.3;25
88069;Bouxières-aux-Bois;4;144;17.7;100
88070;Bouxurulles;7;178;26.6;0
88071;Bouzemont;4;47;9.9;N/A - résultat non disponible
88073;Brantigny;7;200;67.8;0
88074;Brechainville;3;57;4.2;0
88075;La Bresse;468;3947;69.7;4.2
88076;Brouvelieures;30;411;57.2;33.3
88077;Brû;20;566;63.5;N/A - résultat non disponible
88078;Bruyères;181;2935;186.1;12.5
88079;Bulgnéville;108;1523;115;7.1
88080;Bult;11;303;30.8;16.7
88081;Bussang;88;1289;47.8;0
88082;Celles-sur-Plaine;41;751;38;33.3
88083;Certilleux;4;214;36.7;0
88084;Chamagne;23;442;29.4;0
88085;Champdray;20;192;20;N/A - résultat non disponible
88086;Champ-le-Duc;25;481;125.8;50
88087;Chantraine;155;3201;512.4;14.8
88088;La Chapelle-aux-Bois;28;672;22;25
88089;La Chapelle-devant-Bruyères;31;549;27.1;25
88090;Charmes;287;4489;194;14.6
88091;Charmois-devant-Bruyères;20;379;57.5;25
88092;Charmois-l'Orgueilleux;21;584;16.3;0
88093;Châtas;0;36;6.7;0
88094;Châtel-sur-Moselle;49;1726;145.6;13.3
88095;Châtenois;116;1721;97.9;0
88096;Châtillon-sur-Saône;9;106;11.7;0
88097;Chauffecourt;0;41;22.2;N/A - résultat non disponible
88098;Chaumousey;44;913;103.7;7.7
88099;Chavelot;175;1372;222.1;8.7
88100;Chef-Haut;3;48;14.5;N/A - résultat non disponible
88101;Cheniménil;49;1227;134.2;0
88102;Chermisey;4;86;8.4;N/A - résultat non disponible
88103;Circourt;4;80;13.8;50
88104;Circourt-sur-Mouzon;3;184;17.7;100
88105;Claudon;16;216;9.9;0
88106;Ban-sur-Meurthe-Clefcy;83;961;21.2;0
88107;Clérey-la-Côte;3;27;9.4;N/A - résultat non disponible
88108;Le Clerjus;29;463;14.3;50
88109;Cleurie;43;648;58.2;0
88110;Clézentaine;9;219;16.9;66.7
88111;Coinches;22;349;61.3;0
88113;Combrimont;8;137;26.1;0
88114;Contrexéville;193;2932;201.8;6.7
88115;Corcieux;108;1490;85.9;12.5
88116;Cornimont;214;3037;75.7;6.1
88117;Courcelles-sous-Châtenois;0;76;33.9;N/A - résultat non disponible
88118;Coussey;49;719;44.3;0
88119;Crainvilliers;10;180;17;N/A - résultat non disponible
88120;La Croix-aux-Mines;33;456;27.9;22.2
88121;Damas-aux-Bois;14;273;9.2;0
88122;Damas-et-Bettegney;25;384;25.3;11.1
88123;Damblain;15;258;19.1;N/A - résultat non disponible
88124;Darney;61;1078;133.3;14.3
88125;Darney-aux-Chênes;2;62;26.2;N/A - résultat non disponible
88126;Darnieulles;58;1367;135.6;11.1
88127;Deinvillers;0;55;10;N/A - résultat non disponible
88128;Denipaire;14;250;35.3;0
88129;Derbamont;5;99;15.2;0
88130;Destord;11;238;48.2;0
88131;Deycimont;16;298;48.1;0
88132;Deyvillers;101;1350;154.3;33.3
88133;Dignonville;12;207;35.2;0
88134;Dinozé;33;652;222.5;0
88135;Docelles;52;864;98.9;12.5
88136;Dogneville;83;1511;131.6;16
88137;Dolaincourt;6;90;36.9;0
88138;Dombasle-devant-Darney;7;77;8.9;0
88139;Dombasle-en-Xaintois;9;124;25.4;0
88140;Dombrot-le-Sec;17;358;19.1;0
88141;Dombrot-sur-Vair;9;241;26.8;25
88142;Domèvre-sur-Avière;12;433;46.5;0
88143;Domèvre-sur-Durbion;13;266;21.2;0
